membership:sample_set_id	sample_id
OnlyPoN21	CCLF_RCRF1011-Normal-SM-GBJBC
OnlyPoN21	CCLF_RCRF1017-Normal-SM-GBJAJ
OnlyPoN21	EH029-Normal-SM-GBJAT
OnlyPoN21	CCLF_RCRF1015-Normal-SM-GBJ9Z
OnlyPoN21	CCLF_RCRF1016-Normal-SM-GBJBK
OnlyPoN21	PEDS063-Normal-SM-GBJB9
OnlyPoN21	CCLF_RCRF1014-Normal-SM-GBJ94
OnlyPoN21	JL62-Normal-SM-GBJAO
OnlyPoN21	PEDS105-Normal-SM-GBJBP
OnlyPoN21	EH030-Normal-SM-GBJBI
OnlyPoN21	CCLF_RCRF1012-Normal-SM-GBJAN
